Timestamp,MachineID,Plant,Temperature,Vibration,Pressure,EnergyConsumption,ProductionUnits,DefectCount,MaintenanceFlag,Hour,Plant_Hour,temperature_mean,Temperature std_dev,vibration mean,vibration std dev,pressure mean,presure std dev,Anomaly,Temperature Z ,Vibration Z,Pressure Z,Condition Index
01-01-2025 10:00,148,Plant_C,78.03906631,6.261205743,36.52504772,204.2425393,82,3,1,10,Plant_C_10,69.80814314,10.79679433,4.90440265,1.560019142,29.89932755,4.916878617,Normal,0.762348797,0.869734901,1.347546012,0.993209903
01-01-2025 11:00,130,Plant_B,70.56715784,7.795982642,21.89346336,220.526233,136,4,1,11,Plant_B_11,69.32754036,10.26216162,4.88660319,1.440743534,30.19946533,4.622148094,Normal,0.120794968,2.019359715,-1.797000398,0.114384761
01-01-2025 12:00,116,Plant_C,90.38472483,5.166930485,32.01105041,244.3502446,114,2,0,12,Plant_C_12,69.63177806,10.3117806,5.278681145,1.462362957,30.27829912,5.515704391,Normal,2.012547356,-0.076417868,0.314148687,0.750092725
01-01-2025 13:00,107,Plant_A,73.14914232,3.766895669,23.05127468,219.947113,101,3,0,13,Plant_A_13,69.6274856,10.36265999,5.095856347,1.430758025,30.50107275,5.188700716,Normal,0.339840999,-0.928850759,-1.435773323,-0.674927695
01-01-2025 14:00,112,Plant_C,61.26528297,3.357682162,32.93250732,243.2189421,80,4,0,14,Plant_C_14,70.02000147,9.539425818,5.090184226,1.498400285,30.16800164,4.705172107,Normal,-0.917740613,-1.156234474,0.587546133,-0.495476318
01-01-2025 15:00,115,Plant_B,58.49291871,4.43413188,30.89909667,250.5734265,105,1,1,15,Plant_B_15,69.99696622,9.81808611,5.070658381,1.550165702,29.98411846,4.863806274,Normal,-1.171719965,-0.410618361,0.188119789,-0.464739512
01-01-2025 16:00,149,Plant_C,77.54246271,8.075543243,20.81465666,271.9808592,142,3,0,16,Plant_C_16,70.99066142,9.190616739,5.135382322,1.498712268,30.42480292,5.275569101,Normal,0.712879394,1.961791456,-1.821632147,0.284346234
01-01-2025 17:00,139,Plant_C,64.62880576,3.767441984,35.12478757,310.2158133,93,0,0,17,Plant_C_17,69.74207151,9.93631839,5.078716656,1.435601972,29.82069682,5.044914464,Normal,-0.514603654,-0.913397096,1.051373771,-0.125542326
01-01-2025 18:00,116,Plant_B,59.80820224,2.11733984,29.65249265,309.2065157,140,3,1,18,Plant_B_18,69.49478453,10.00403475,4.970398434,1.51358465,29.95643959,4.844068283,Normal,-0.968267556,-1.884967976,-0.062746213,-0.971993915
01-01-2025 19:00,127,Plant_B,46.82966527,7.397077351,27.89857146,211.152071,188,5,1,19,Plant_B_19,71.06100577,10.3756073,4.816544931,1.531419644,29.19577049,5.085044455,Normal,-2.335414188,1.685058978,-0.255100825,-0.301818678
01-01-2025 20:00,144,Plant_C,49.13590311,3.248425172,32.36781369,266.9967064,117,5,0,20,Plant_C_20,70.63884333,10.50754173,5.211311034,1.5074221,29.7761195,4.92380981,Normal,-2.0464292,-1.302147462,0.526359525,-0.940739046
01-01-2025 21:00,113,Plant_C,63.97499495,6.854102621,38.40935818,266.6529319,108,0,0,21,Plant_C_21,71.1220736,9.180851263,4.963046005,1.554269152,30.19903839,5.089974326,Normal,-0.778476684,1.21668542,1.613037566,0.683748767
01-01-2025 22:00,111,Plant_A,52.01578153,4.531025981,24.08971545,218.6635964,160,2,0,22,Plant_A_22,69.92974993,9.751110512,4.90406155,1.476241908,30.46123454,5.121647011,Normal,-1.837120847,-0.25269271,-1.244037137,-1.111283565
01-01-2025 23:00,101,Plant_C,49.19907974,3.040957861,24.56551517,240.4683793,74,3,0,23,Plant_C_23,69.85359948,10.24925311,4.977826753,1.405864753,29.81785262,4.838082945,Normal,-2.015221941,-1.377706417,-1.085623689,-1.492850682
02-01-2025 00:00,147,Plant_C,75.66362592,2.738804775,29.43322745,220.0802947,101,3,0,0,Plant_C_0,69.62419999,10.16446366,5.005202758,1.588475163,29.60873407,4.958045445,Normal,0.594170645,-1.426775839,-0.035398349,-0.289334514
02-01-2025 01:00,130,Plant_B,69.32356716,5.079894431,30.44876351,252.6155552,69,1,0,1,Plant_B_1,69.7976142,9.016016614,4.931521797,1.399057857,29.78831935,5.021288767,Normal,-0.052578324,0.106051821,0.131528815,0.061667438
02-01-2025 02:00,120,Plant_B,73.84995868,5.516384393,31.56948975,278.3124629,76,0,0,2,Plant_B_2,69.28566668,9.836255656,5.078342228,1.525209533,30.29845077,5.023939553,Normal,0.464027386,0.287201303,0.252996472,0.33474172
02-01-2025 03:00,122,Plant_C,75.2003245,6.107900453,24.80506409,257.3887922,65,3,0,3,Plant_C_3,69.77874959,9.681672739,4.900575209,1.454530753,29.61214281,4.957650194,Normal,0.559983285,0.830044495,-0.969628459,0.140133107
02-01-2025 04:00,118,Plant_B,68.19743658,5.167744574,34.24809752,202.0263373,192,5,0,4,Plant_B_4,70.44272034,9.64040381,4.942352798,1.560728576,29.70238174,5.00211946,Normal,-0.232903496,0.144414461,0.908757941,0.273422969
02-01-2025 05:00,109,Plant_A,70.68240201,4.456650975,28.89315978,251.129338,156,1,0,5,Plant_A_5,70.49812515,10.44497394,4.844027499,1.446834172,29.5906115,4.892022127,Normal,0.017642634,-0.26774079,-0.142569208,-0.130889121
02-01-2025 06:00,142,Plant_C,53.56907733,3.824033829,28.2007424,267.5510219,169,2,0,6,Plant_C_6,69.65906801,9.592568437,4.982886436,1.474230572,30.02414099,4.999944725,Normal,-1.67733916,-0.786072836,-0.364683749,-0.942698582
02-01-2025 07:00,141,Plant_B,69.56248026,2.529416376,32.77048467,201.8696522,135,3,0,7,Plant_B_7,69.45952426,10.21893043,5.033684647,1.384431978,30.45160553,5.138927362,Normal,0.010075026,-1.808877801,0.451237969,-0.449188269
02-01-2025 08:00,141,Plant_A,60.3698858,2.526983697,26.89445763,250.2290218,126,1,0,8,Plant_A_8,69.70657457,10.5043379,5.027728342,1.431908302,30.4377186,5.00537285,Normal,-0.888841245,-1.746441893,-0.707891515,-1.114391551
02-01-2025 09:00,101,Plant_C,59.82058745,5.069275094,26.95318185,275.4364033,97,2,0,9,Plant_C_9,69.23174726,8.975573022,5.151517069,1.548076606,29.8577388,4.916904737,Normal,-1.048530248,-0.053125261,-0.590728744,-0.564128085
02-01-2025 10:00,118,Plant_A,93.97282708,7.362820418,33.74372497,278.1283817,57,1,0,10,Plant_A_10,70.67538897,10.36484873,5.015488189,1.606991672,29.97786208,4.808496682,Normal,2.247735468,1.460699685,0.783168448,1.4972012
02-01-2025 11:00,139,Plant_B,68.6484881,2.392947209,27.82300725,252.6064651,57,1,0,11,Plant_B_11,69.32754036,10.26216162,4.88660319,1.440743534,30.19946533,4.622148094,Normal,-0.06617049,-1.73081185,-0.51414581,-0.77037605
02-01-2025 12:00,116,Plant_A,67.06780401,3.082367628,31.31352434,257.6621781,135,4,1,12,Plant_A_12,70.03110293,10.0593719,4.907405224,1.537268948,29.5868745,5.158765955,Normal,-0.29458091,-1.187194732,0.334702109,-0.382357844
02-01-2025 13:00,114,Plant_B,74.74440073,1.98199311,24.09371002,250.2660966,179,3,0,13,Plant_B_13,69.89461065,9.740478955,4.990573274,1.691357177,29.97253808,4.999224567,Normal,0.497900576,-1.778796463,-1.175947986,-0.818947958
02-01-2025 14:00,105,Plant_C,71.73760173,4.260204623,32.68387935,236.6082272,70,6,0,14,Plant_C_14,70.02000147,9.539425818,5.090184226,1.498400285,30.16800164,4.705172107,Normal,0.180052793,-0.553910468,0.534704714,0.05361568
02-01-2025 15:00,100,Plant_B,68.46818777,4.532421916,32.17639731,292.8838849,96,2,0,15,Plant_B_15,69.99696622,9.81808611,5.070658381,1.550165702,29.98411846,4.863806274,Normal,-0.155710434,-0.347212213,0.450733174,-0.017396491
02-01-2025 16:00,116,Plant_B,72.34688015,7.648111598,34.86613584,311.0616155,92,4,0,16,Plant_B_16,70.40836544,10.45942488,5.083648484,1.50878129,29.87473942,4.653709552,Normal,0.185336645,1.699691753,1.072562944,0.98586378
02-01-2025 17:00,104,Plant_B,78.03453725,3.653889342,30.16270144,322.1983914,56,0,0,17,Plant_B_17,71.01261221,9.684919563,5.028865904,1.535132566,30.50632513,5.299360413,Normal,0.725037002,-0.895672851,-0.064842484,-0.078492778
02-01-2025 18:00,146,Plant_A,78.09635854,3.850379349,32.49957083,346.9558352,113,3,0,18,Plant_A_18,69.8061295,9.685910107,5.049326766,1.465259709,29.90870086,5.284378517,Normal,0.855906049,-0.818249085,0.490288491,0.175981818
02-01-2025 19:00,136,Plant_B,83.17278248,2.908249385,32.55006544,233.776388,155,3,0,19,Plant_B_19,71.06100577,10.3756073,4.816544931,1.531419644,29.19577049,5.085044455,Normal,1.167331835,-1.246095773,0.659639258,0.193625106
02-01-2025 20:00,141,Plant_B,76.96072058,7.525955993,31.17954024,288.3279224,197,1,0,20,Plant_B_20,69.17855886,9.900941467,4.886566316,1.577796295,29.8127888,5.133076648,Normal,0.786002195,1.67283298,0.266263595,0.908366257
02-01-2025 21:00,127,Plant_A,52.05649629,7.312671116,26.38761754,278.7620138,165,5,0,21,Plant_A_21,69.22470436,9.856421687,5.171875821,1.437319159,30.4262097,5.315257624,Normal,-1.741829704,1.489436275,-0.75981118,-0.337401536
02-01-2025 22:00,131,Plant_B,73.99408609,4.722913199,24.49866706,300.4491863,116,3,0,22,Plant_B_22,69.49776395,9.518679555,5.244461052,1.531289123,29.75883532,5.023245805,Normal,0.472368265,-0.340593977,-1.047165213,-0.305130308
02-01-2025 23:00,102,Plant_A,81.2142919,6.444013001,33.87061222,229.990353,191,2,0,23,Plant_A_23,69.39384782,10.18604226,5.034862093,1.361011497,29.7326421,4.867720472,Normal,1.160455041,1.035370319,0.850083761,1.01530304
03-01-2025 00:00,104,Plant_B,57.20140908,3.287194783,26.79342701,284.9963665,162,4,0,0,Plant_B_0,69.35641215,9.549780266,4.887304878,1.537361341,29.99575558,4.611614179,Normal,-1.272804477,-1.040815879,-0.694405136,-1.002675164
03-01-2025 01:00,138,Plant_B,51.94821833,3.673017824,25.10967302,256.6457955,140,5,0,1,Plant_B_1,69.7976142,9.016016614,4.931521797,1.399057857,29.78831935,5.021288767,Normal,-1.97974301,-0.899536761,-0.931762052,-1.270347274
03-01-2025 02:00,141,Plant_C,74.98606589,4.941754965,32.41253596,251.9408,147,2,0,2,Plant_C_2,70.86709179,9.694719444,4.951785406,1.447868408,30.1669579,4.63851835,Normal,0.424867797,-0.006927729,0.484115376,0.300685148
03-01-2025 03:00,119,Plant_B,69.95972198,4.214994155,24.60550528,212.2825716,131,4,0,3,Plant_B_3,69.02431075,9.613041986,4.878057198,1.476730434,29.86624156,5.047470995,Normal,0.097306476,-0.449007502,-1.042251909,-0.464650978
03-01-2025 04:00,119,Plant_B,68.19863805,2.538332314,26.25708827,247.5754979,101,1,0,4,Plant_B_4,70.44272034,9.64040381,4.942352798,1.560728576,29.70238174,5.00211946,Normal,-0.232778867,-1.540319387,-0.688766731,-0.820621662
03-01-2025 05:00,118,Plant_B,76.9090014,3.630833008,24.34544838,213.0642902,100,3,0,5,Plant_B_5,69.6610484,9.962372385,5.045647405,1.47810377,29.74163087,4.868016415,Normal,0.727532832,-0.95718205,-1.108497184,-0.446048801
03-01-2025 06:00,149,Plant_A,66.02234191,3.36048642,32.97347098,283.6213464,199,1,0,6,Plant_A_6,70.22335894,10.01905316,5.044671236,1.457813459,29.99926019,4.690673505,Normal,-0.419302799,-1.155281429,0.634069028,-0.313505067
03-01-2025 07:00,107,Plant_B,68.21022506,7.167817231,26.96304941,161.2970101,104,4,0,7,Plant_B_7,69.45952426,10.21893043,5.033684647,1.384431978,30.45160553,5.138927362,Normal,-0.122253421,1.541522168,-0.678849081,0.246806555
03-01-2025 08:00,136,Plant_C,85.83443155,6.345282344,29.09053708,339.9471335,150,2,0,8,Plant_C_8,70.04067796,9.640071851,5.169522739,1.415955987,30.1926115,5.198476383,Normal,1.638343971,0.830364514,-0.211999505,0.752236327
03-01-2025 09:00,144,Plant_C,79.8954013,4.307579144,33.59860208,212.9670083,130,6,0,9,Plant_C_9,69.23174726,8.975573022,5.151517069,1.548076606,29.8577388,4.916904737,Normal,1.188075014,-0.54515256,0.760816709,0.467913054
03-01-2025 10:00,145,Plant_B,73.92125206,5.983842012,36.17843247,280.7998169,93,4,0,10,Plant_B_10,70.19295398,10.62185673,5.018405227,1.43639094,29.89444279,5.026458738,Normal,0.351002483,0.672126758,1.250182287,0.757770509
03-01-2025 11:00,130,Plant_C,78.66240237,7.013217898,32.70746464,217.9028214,153,3,0,11,Plant_C_11,71.77146423,9.629606023,4.907383534,1.423727226,29.88101922,4.803595559,Normal,0.715599177,1.479099595,0.588402039,0.927700271
03-01-2025 12:00,111,Plant_C,69.81665388,2.865524022,27.67915407,297.1705636,113,5,0,12,Plant_C_12,69.63177806,10.3117806,5.278681145,1.462362957,30.27829912,5.515704391,Normal,0.017928603,-1.650176593,-0.471226315,-0.701158102
03-01-2025 13:00,143,Plant_A,76.72993751,5.607423517,35.17789495,210.2704016,147,4,0,13,Plant_A_13,69.6274856,10.36265999,5.095856347,1.430758025,30.50107275,5.188700716,Normal,0.685388879,0.357549747,0.901347458,0.648095361
03-01-2025 14:00,103,Plant_A,65.02921807,6.521717057,33.76005492,245.8989406,197,2,0,14,Plant_A_14,70.96643275,10.37419149,5.035399571,1.409789457,30.07860376,4.661558674,Normal,-0.572306255,1.054283303,0.789746825,0.423907958
03-01-2025 15:00,101,Plant_C,63.80441471,4.960053396,28.82945002,289.5714574,122,6,0,15,Plant_C_15,69.43299306,10.06097218,4.955177281,1.727204919,29.47925237,4.982482978,Normal,-0.559446766,0.002823125,-0.130417375,-0.229013672
03-01-2025 16:00,103,Plant_C,69.23085722,6.854665374,22.21112764,264.8401929,101,2,0,16,Plant_C_16,70.99066142,9.190616739,5.135382322,1.498712268,30.42480292,5.275569101,Normal,-0.191478357,1.147173536,-1.55692687,-0.200410563
03-01-2025 17:00,127,Plant_C,92.08189558,6.202798997,32.36586434,262.8873249,84,3,0,17,Plant_C_17,69.74207151,9.93631839,5.078716656,1.435601972,29.82069682,5.044914464,Normal,2.248299943,0.783004178,0.504501619,1.178601913
03-01-2025 18:00,114,Plant_B,80.75086429,6.648464077,29.5451538,273.1244222,111,1,0,18,Plant_B_18,69.49478453,10.00403475,4.970398434,1.51358465,29.95643959,4.844068283,Normal,1.125154004,1.108669835,-0.084905035,0.716306268
03-01-2025 19:00,127,Plant_C,80.2805776,3.192641407,35.58073067,252.1581256,162,1,0,19,Plant_C_19,69.94356093,10.78551695,4.846819723,1.548244872,29.77212704,5.172393039,Normal,0.958416432,-1.068421634,1.123001208,0.337665335
03-01-2025 20:00,129,Plant_B,77.37250654,4.359008339,28.91707292,271.753922,166,1,1,20,Plant_B_20,69.17855886,9.900941467,4.886566316,1.577796295,29.8127888,5.133076648,Normal,0.827592781,-0.334363808,-0.174498833,0.10624338
03-01-2025 21:00,133,Plant_C,71.84598464,5.916002853,34.01621719,171.3876276,185,0,0,21,Plant_C_21,71.1220736,9.180851263,4.963046005,1.554269152,30.19903839,5.089974326,Normal,0.0788501,0.613122152,0.74994068,0.480637644
03-01-2025 22:00,125,Plant_C,68.8161995,6.737999229,28.47285321,255.3889393,131,7,0,22,Plant_C_22,70.13889966,9.788397602,5.016664223,1.50365849,30.17038154,4.768637064,Normal,-0.135129386,1.144764598,-0.355977675,0.217885846
03-01-2025 23:00,121,Plant_C,64.4566407,8.859658382,32.52006019,207.6081643,100,2,0,23,Plant_C_23,69.85359948,10.24925311,4.977826753,1.405864753,29.81785262,4.838082945,Normal,-0.526570934,2.761170034,0.558528574,0.931042558
04-01-2025 00:00,107,Plant_A,61.11890828,5.400617037,28.77740132,263.0185042,167,5,0,0,Plant_A_0,70.54999773,10.49563554,5.077785611,1.369782351,29.95081063,4.896091056,Normal,-0.898572499,0.235680818,-0.239662476,-0.300851386
04-01-2025 01:00,116,Plant_C,70.63507948,5.812038858,23.19827923,216.3757783,97,4,0,1,Plant_C_1,69.66442262,10.26211499,4.951158023,1.635103852,30.44203816,5.634440349,Normal,0.094586434,0.526499179,-1.285621728,-0.221512038
04-01-2025 02:00,130,Plant_A,67.5301222,2.705563139,26.60152896,272.5749032,181,4,0,2,Plant_A_2,69.75589442,10.17563848,4.960897012,1.515682073,29.43957917,4.711905633,Normal,-0.218735387,-1.487999305,-0.602314739,-0.769683144
04-01-2025 03:00,114,Plant_B,66.69526666,6.281983747,25.94318194,357.192304,66,3,0,3,Plant_B_3,69.02431075,9.613041986,4.878057198,1.476730434,29.86624156,5.047470995,Normal,-0.242279612,0.950699272,-0.777232721,-0.022937687
04-01-2025 04:00,126,Plant_C,61.89629656,4.89606086,25.66295107,216.0442641,152,6,0,4,Plant_C_4,69.53871031,10.56763131,5.018311107,1.49013259,30.0224288,5.155061979,Normal,-0.723190801,-0.082039846,-0.845669315,-0.550299987
04-01-2025 05:00,131,Plant_A,71.04474582,7.835783289,30.85726151,296.4705814,79,2,0,5,Plant_A_5,70.49812515,10.44497394,4.844027499,1.446834172,29.5906115,4.892022127,Normal,0.052333368,2.067794532,0.258921562,0.793016487
04-01-2025 06:00,109,Plant_B,66.32895689,4.311090491,25.05309611,257.381161,95,4,1,6,Plant_B_6,70.7631374,10.01668159,5.015230181,1.496378679,30.10426032,5.31540556,Normal,-0.442679591,-0.470562499,-0.950287641,-0.621176577
04-01-2025 07:00,138,Plant_A,46.09299927,4.528513924,35.59163992,257.0569252,171,4,0,7,Plant_A_7,69.27674123,11.06488423,5.100962225,1.468665563,30.23823511,5.062391899,Normal,-2.095253912,-0.389774442,1.05748526,-0.475847698
04-01-2025 08:00,147,Plant_A,70.42862296,5.678304209,24.43856537,302.2737785,164,4,0,8,Plant_A_8,69.70657457,10.5043379,5.027728342,1.431908302,30.4377186,5.00537285,Normal,0.068738115,0.45434185,-1.198542728,-0.225154254
04-01-2025 09:00,116,Plant_A,63.80641592,5.482043586,31.91474065,194.5230374,158,5,1,9,Plant_A_9,70.35933564,9.138365117,5.090360133,1.368954302,29.85478625,4.867043686,Normal,-0.717077905,0.28611872,0.423245512,-0.002571224
04-01-2025 10:00,105,Plant_C,63.88907412,5.893997889,31.11185532,300.9474823,198,9,0,10,Plant_C_10,69.80814314,10.79679433,4.90440265,1.560019142,29.89932755,4.916878617,Normal,-0.548224672,0.634348138,0.246605187,0.110909551
04-01-2025 11:00,134,Plant_C,72.39841895,5.578715187,35.62484855,245.380216,66,6,0,11,Plant_C_11,71.77146423,9.629606023,4.907383534,1.423727226,29.88101922,4.803595559,Normal,0.065106997,0.471531092,1.195735414,0.577457834
04-01-2025 12:00,145,Plant_B,82.4855207,5.145673956,21.54893581,226.0690539,113,3,0,12,Plant_B_12,70.58093072,9.615995438,5.035796865,1.516313077,30.074257,5.294021462,Normal,1.237998713,0.072463327,-1.610367705,-0.099968555
04-01-2025 13:00,124,Plant_C,60.93112715,5.612507277,24.47708504,250.7704337,125,4,1,13,Plant_C_13,69.25615063,9.692918335,4.8893469,1.601409755,30.07269774,4.984930789,Normal,-0.858876883,0.451577352,-1.122505597,-0.509935042
04-01-2025 14:00,113,Plant_C,63.73663813,5.783338613,39.53285739,277.9579798,60,3,0,14,Plant_C_14,70.02000147,9.539425818,5.090184226,1.498400285,30.16800164,4.705172107,Normal,-0.658673117,0.462596273,1.990332242,0.598085133
04-01-2025 15:00,143,Plant_C,74.19815126,4.043464102,20.90237734,210.2014984,119,1,0,15,Plant_C_15,69.43299306,10.06097218,4.955177281,1.727204919,29.47925237,4.982482978,Normal,0.473628007,-0.527854668,-1.721405787,-0.591877482
04-01-2025 16:00,140,Plant_B,70.74060959,5.712730041,37.87739942,241.9213783,167,4,0,16,Plant_B_16,70.40836544,10.45942488,5.083648484,1.50878129,29.87473942,4.653709552,Normal,0.031765049,0.416946818,1.719630309,0.722780725
04-01-2025 17:00,131,Plant_C,75.03874605,1.325851436,28.18611957,197.5181128,194,0,0,17,Plant_C_17,69.74207151,9.93631839,5.078716656,1.435601972,29.82069682,5.044914464,Normal,0.533062079,-2.614140475,-0.324004948,-0.801694448
04-01-2025 18:00,132,Plant_A,77.9686318,4.889684348,29.37050388,224.5992782,138,3,0,18,Plant_A_18,69.8061295,9.685910107,5.049326766,1.465259709,29.90870086,5.284378517,Normal,0.842719188,-0.108951619,-0.101846788,0.210640261
04-01-2025 19:00,112,Plant_C,60.70744827,5.785959073,24.71041509,318.7460408,100,3,0,19,Plant_C_19,69.94356093,10.78551695,4.846819723,1.548244872,29.77212704,5.172393039,Normal,-0.856343994,0.606583213,-0.97860157,-0.409454117
04-01-2025 20:00,144,Plant_B,75.64424636,4.294626427,39.31333955,223.2698474,120,2,0,20,Plant_B_20,69.17855886,9.900941467,4.886566316,1.577796295,29.8127888,5.133076648,Normal,0.653037645,-0.375168766,1.850849189,0.70957269
04-01-2025 21:00,105,Plant_C,81.15218369,2.623887994,35.08764258,242.4152025,157,4,0,21,Plant_C_21,71.1220736,9.180851263,4.963046005,1.554269152,30.19903839,5.089974326,Normal,1.092503277,-1.504989023,0.960437888,0.182650714
04-01-2025 22:00,114,Plant_C,53.97423597,4.319996327,30.42612737,183.5311281,171,4,0,22,Plant_C_22,70.13889966,9.788397602,5.016664223,1.50365849,30.17038154,4.768637064,Normal,-1.651410613,-0.463315241,0.053630801,-0.687031684
04-01-2025 23:00,147,Plant_B,69.38239759,4.582150826,32.32578425,145.728348,185,4,0,23,Plant_B_23,70.56202386,9.498755631,5.073385642,1.543092467,29.99549102,4.62918801,Normal,-0.124187453,-0.31834438,0.503391355,0.020286507
05-01-2025 00:00,130,Plant_B,74.71889319,4.388120082,38.94615687,255.7102658,166,1,0,0,Plant_B_0,69.35641215,9.549780266,4.887304878,1.537361341,29.99575558,4.611614179,Normal,0.561529259,-0.324702322,1.940839139,0.725888692
05-01-2025 01:00,118,Plant_A,66.36759904,4.14337466,38.70789599,332.9171658,62,4,0,1,Plant_A_1,70.0679844,10.03369148,5.005595568,1.56592091,29.84342144,5.277661089,Normal,-0.368796008,-0.550615872,1.679621787,0.253403302
05-01-2025 02:00,100,Plant_C,74.81089735,3.049039082,25.58858393,298.9116448,138,6,0,2,Plant_C_2,70.86709179,9.694719444,4.951785406,1.447868408,30.1669579,4.63851835,Normal,0.406799349,-1.314170759,-0.987033709,-0.631468373
05-01-2025 03:00,139,Plant_A,70.00618664,4.930213487,34.52409759,220.5579799,189,0,0,3,Plant_A_3,68.70991151,9.921641502,4.871035383,1.405933803,30.32647732,5.245916571,Normal,0.130651277,0.042091672,0.800169085,0.324304011
05-01-2025 04:00,107,Plant_B,60.59696273,5.420184648,37.5236966,289.2063611,106,3,0,4,Plant_B_4,70.44272034,9.64040381,4.942352798,1.560728576,29.70238174,5.00211946,Normal,-1.021301369,0.30615948,1.563600174,0.282819429
05-01-2025 05:00,122,Plant_C,79.26047817,6.653740961,25.41385719,257.6162467,76,2,0,5,Plant_C_5,70.67430571,9.973610996,4.982449978,1.457799829,30.06569678,4.849684827,Normal,0.860889046,1.146447509,-0.959204518,0.349377346
05-01-2025 06:00,116,Plant_A,70.44502112,4.424607378,30.03022541,161.5343636,161,4,0,6,Plant_A_6,70.22335894,10.01905316,5.044671236,1.457813459,29.99926019,4.690673505,Normal,0.022124064,-0.425338272,0.006601444,-0.132204255
05-01-2025 07:00,100,Plant_C,74.49186231,4.766167253,35.14351275,186.415715,113,3,0,7,Plant_C_7,69.45086144,9.882790209,5.066564051,1.520975237,30.16012498,4.986356628,Normal,0.510078709,-0.197502754,0.999404603,0.437326853
05-01-2025 08:00,108,Plant_A,59.92047353,4.430477565,32.83175983,198.7427628,182,5,0,8,Plant_A_8,69.70657457,10.5043379,5.027728342,1.431908302,30.4377186,5.00537285,Normal,-0.931624738,-0.417101274,0.478294285,-0.290143909
05-01-2025 09:00,126,Plant_B,54.83676962,7.76661441,36.23153072,297.0390654,156,2,0,9,Plant_B_9,70.01190583,9.707438797,5.117471723,1.547348055,29.7469825,4.968429911,Normal,-1.563248199,1.712053522,1.305150388,0.484651904
05-01-2025 10:00,144,Plant_B,78.26280881,6.421385161,29.27774607,238.3257648,199,1,0,10,Plant_B_10,70.19295398,10.62185673,5.018405227,1.43639094,29.89444279,5.026458738,Normal,0.759740509,0.976739615,-0.122690099,0.537930008
05-01-2025 11:00,137,Plant_B,78.33993553,3.244516171,28.01246817,237.7456733,156,6,0,11,Plant_B_11,69.32754036,10.26216162,4.88660319,1.440743534,30.19946533,4.622148094,Normal,0.878216062,-1.139749706,-0.473156012,-0.244896552
05-01-2025 12:00,130,Plant_C,65.74940217,7.821940998,20.81302592,277.4497413,77,2,1,12,Plant_C_12,69.63177806,10.3117806,5.278681145,1.462362957,30.27829912,5.515704391,Normal,-0.376499078,1.739144061,-1.716058825,-0.117804614
